Question_No,Question,Acceptance,isPremium,Difficulty,Question_Link,Solution
1709, Biggest Window Between Visits,70.40%,TRUE,Medium,https://leetcode.com/problems/biggest-window-between-visits/description,https://leetcode.com/problems/biggest-window-between-visits/solutions
1710, Maximum Units on a Truck,73.80%,FALSE,Easy,https://leetcode.com/problems/maximum-units-on-a-truck/description,https://leetcode.com/problems/maximum-units-on-a-truck/solutions
1711, Count Good Meals,30.60%,FALSE,Medium,https://leetcode.com/problems/count-good-meals/description,https://leetcode.com/problems/count-good-meals/solutions
1712, Ways to Split Array Into Three Subarrays,33.10%,FALSE,Medium,https://leetcode.com/problems/ways-to-split-array-into-three-subarrays/description,https://leetcode.com/problems/ways-to-split-array-into-three-subarrays/solutions
1713, Minimum Operations to Make a Subsequence,47.70%,FALSE,Hard,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence/description,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence/solutions
1714, Sum Of Special Evenly-Spaced Elements In Array,49.70%,TRUE,Hard,https://leetcode.com/problems/sum-of-special-evenly-spaced-elements-in-array/description,https://leetcode.com/problems/sum-of-special-evenly-spaced-elements-in-array/solutions
1715, Count Apples and Oranges,75.70%,TRUE,Medium,https://leetcode.com/problems/count-apples-and-oranges/description,https://leetcode.com/problems/count-apples-and-oranges/solutions
1716, Calculate Money in Leetcode Bank,78.40%,FALSE,Easy,https://leetcode.com/problems/calculate-money-in-leetcode-bank/description,https://leetcode.com/problems/calculate-money-in-leetcode-bank/solutions
1717, Maximum Score From Removing Substrings,63.00%,FALSE,Medium,https://leetcode.com/problems/maximum-score-from-removing-substrings/description,https://leetcode.com/problems/maximum-score-from-removing-substrings/solutions
1718, Construct the Lexicographically Largest Valid Sequence,54.20%,FALSE,Medium,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence/description,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence/solutions
1719, Number Of Ways To Reconstruct A Tree,44.70%,FALSE,Hard,https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree/description,https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree/solutions
1720, Decode XORed Array,86.60%,FALSE,Easy,https://leetcode.com/problems/decode-xored-array/description,https://leetcode.com/problems/decode-xored-array/solutions
1721, Swapping Nodes in a Linked List,68.10%,FALSE,Medium,https://leetcode.com/problems/swapping-nodes-in-a-linked-list/description,https://leetcode.com/problems/swapping-nodes-in-a-linked-list/solutions
1722, Minimize Hamming Distance After Swap Operations,49.00%,FALSE,Medium,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations/description,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations/solutions
1723, Find Minimum Time to Finish All Jobs,42.60%,FALSE,Hard,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs/description,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs/solutions
1724, Checking Existence of Edge Length Limited Paths II,51.00%,TRUE,Hard,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths-ii/description,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths-ii/solutions
1725, Number Of Rectangles That Can Form The Largest Square,78.90%,FALSE,Easy,https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square/description,https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square/solutions
1726, Tuple with Same Product,61.30%,FALSE,Medium,https://leetcode.com/problems/tuple-with-same-product/description,https://leetcode.com/problems/tuple-with-same-product/solutions
1727, Largest Submatrix With Rearrangements,75.30%,TRUE,Medium,https://leetcode.com/problems/largest-submatrix-with-rearrangements/description,https://leetcode.com/problems/largest-submatrix-with-rearrangements/solutions
1728, Cat and Mouse II,39.90%,FALSE,Hard,https://leetcode.com/problems/cat-and-mouse-ii/description,https://leetcode.com/problems/cat-and-mouse-ii/solutions
1729, Find Followers Count,69.20%,FALSE,Easy,https://leetcode.com/problems/find-followers-count/description,https://leetcode.com/problems/find-followers-count/solutions
1730, Shortest Path to Get Food,55.10%,TRUE,Medium,https://leetcode.com/problems/shortest-path-to-get-food/description,https://leetcode.com/problems/shortest-path-to-get-food/solutions
1731, The Number of Employees Which Report to Each Employee,49.60%,FALSE,Easy,https://leetcode.com/problems/the-number-of-employees-which-report-to-each-employee/description,https://leetcode.com/problems/the-number-of-employees-which-report-to-each-employee/solutions
1732, Find the Highest Altitude,83.50%,FALSE,Easy,https://leetcode.com/problems/find-the-highest-altitude/description,https://leetcode.com/problems/find-the-highest-altitude/solutions
1733, Minimum Number of People to Teach,43.00%,FALSE,Medium,https://leetcode.com/problems/minimum-number-of-people-to-teach/description,https://leetcode.com/problems/minimum-number-of-people-to-teach/solutions
1734, Decode XORed Permutation,65.40%,FALSE,Medium,https://leetcode.com/problems/decode-xored-permutation/description,https://leetcode.com/problems/decode-xored-permutation/solutions
1735, Count Ways to Make Array With Product,51.80%,FALSE,Hard,https://leetcode.com/problems/count-ways-to-make-array-with-product/description,https://leetcode.com/problems/count-ways-to-make-array-with-product/solutions
1736, Latest Time by Replacing Hidden Digits,42.90%,FALSE,Easy,https://leetcode.com/problems/latest-time-by-replacing-hidden-digits/description,https://leetcode.com/problems/latest-time-by-replacing-hidden-digits/solutions
1737, Change Minimum Characters to Satisfy One of Three Conditions,36.90%,FALSE,Medium,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions/description,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions/solutions
1738, Find Kth Largest XOR Coordinate Value,62.10%,FALSE,Medium,https://leetcode.com/problems/find-kth-largest-xor-coordinate-value/description,https://leetcode.com/problems/find-kth-largest-xor-coordinate-value/solutions
1739, Building Boxes,51.80%,FALSE,Hard,https://leetcode.com/problems/building-boxes/description,https://leetcode.com/problems/building-boxes/solutions
1740, Find Distance in a Binary Tree,73.60%,TRUE,Medium,https://leetcode.com/problems/find-distance-in-a-binary-tree/description,https://leetcode.com/problems/find-distance-in-a-binary-tree/solutions
1741, Find Total Time Spent by Each Employee,86.90%,FALSE,Easy,https://leetcode.com/problems/find-total-time-spent-by-each-employee/description,https://leetcode.com/problems/find-total-time-spent-by-each-employee/solutions
1742, Maximum Number of Balls in a Box,73.60%,FALSE,Easy,https://leetcode.com/problems/maximum-number-of-balls-in-a-box/description,https://leetcode.com/problems/maximum-number-of-balls-in-a-box/solutions
1743, Restore the Array From Adjacent Pairs,74.80%,FALSE,Medium,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs/description,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs/solutions
1744, Can You Eat Your Favorite Candy on Your Favorite Day?,34.60%,FALSE,Medium,https://leetcode.com/problems/can-you-eat-your-favorite-candy-on-your-favorite-day?/description,https://leetcode.com/problems/can-you-eat-your-favorite-candy-on-your-favorite-day?/solutions
1745, Palindrome Partitioning IV,44.40%,FALSE,Hard,https://leetcode.com/problems/palindrome-partitioning-iv/description,https://leetcode.com/problems/palindrome-partitioning-iv/solutions
1746, Maximum Subarray Sum After One Operation,62.30%,TRUE,Medium,https://leetcode.com/problems/maximum-subarray-sum-after-one-operation/description,https://leetcode.com/problems/maximum-subarray-sum-after-one-operation/solutions
1747, Leetflex Banned Accounts,63.40%,TRUE,Medium,https://leetcode.com/problems/leetflex-banned-accounts/description,https://leetcode.com/problems/leetflex-banned-accounts/solutions
1748, Sum of Unique Elements,78.20%,FALSE,Easy,https://leetcode.com/problems/sum-of-unique-elements/description,https://leetcode.com/problems/sum-of-unique-elements/solutions
1749, Maximum Absolute Sum of Any Subarray,60.40%,FALSE,Medium,https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray/description,https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray/solutions
1750, Minimum Length of String After Deleting Similar Ends,55.90%,FALSE,Medium,https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends/description,https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends/solutions
1801, Number of Orders in the Backlog,50.30%,FALSE,Medium,https://leetcode.com/problems/number-of-orders-in-the-backlog/description,https://leetcode.com/problems/number-of-orders-in-the-backlog/solutions
1802, Maximum Value at a Given Index in a Bounded Array,39.20%,FALSE,Medium,https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array/description,https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array/solutions
1803, Count Pairs With XOR in a Range,48.10%,FALSE,Hard,https://leetcode.com/problems/count-pairs-with-xor-in-a-range/description,https://leetcode.com/problems/count-pairs-with-xor-in-a-range/solutions
1804, Implement Trie II (Prefix Tree),61.50%,TRUE,Medium,https://leetcode.com/problems/implement-trie-ii-(prefix-tree)/description,https://leetcode.com/problems/implement-trie-ii-(prefix-tree)/solutions
1805, Number of Different Integers in a String,38.40%,FALSE,Easy,https://leetcode.com/problems/number-of-different-integers-in-a-string/description,https://leetcode.com/problems/number-of-different-integers-in-a-string/solutions
1806, Minimum Number of Operations to Reinitialize a Permutation,73.00%,FALSE,Medium,https://leetcode.com/problems/minimum-number-of-operations-to-reinitialize-a-permutation/description,https://leetcode.com/problems/minimum-number-of-operations-to-reinitialize-a-permutation/solutions
1807, Evaluate the Bracket Pairs of a String,67.20%,FALSE,Medium,https://leetcode.com/problems/evaluate-the-bracket-pairs-of-a-string/description,https://leetcode.com/problems/evaluate-the-bracket-pairs-of-a-string/solutions
1808, Maximize Number of Nice Divisors,33.60%,FALSE,Hard,https://leetcode.com/problems/maximize-number-of-nice-divisors/description,https://leetcode.com/problems/maximize-number-of-nice-divisors/solutions
1809, Ad-Free Sessions,58.50%,TRUE,Easy,https://leetcode.com/problems/ad-free-sessions/description,https://leetcode.com/problems/ad-free-sessions/solutions
1810, Minimum Path Cost in a Hidden Grid,57.30%,TRUE,Medium,https://leetcode.com/problems/minimum-path-cost-in-a-hidden-grid/description,https://leetcode.com/problems/minimum-path-cost-in-a-hidden-grid/solutions
1811, Find Interview Candidates,60.90%,TRUE,Medium,https://leetcode.com/problems/find-interview-candidates/description,https://leetcode.com/problems/find-interview-candidates/solutions
1812, Determine Color of a Chessboard Square,78.80%,FALSE,Easy,https://leetcode.com/problems/determine-color-of-a-chessboard-square/description,https://leetcode.com/problems/determine-color-of-a-chessboard-square/solutions
1813, Sentence Similarity III,33.70%,FALSE,Medium,https://leetcode.com/problems/sentence-similarity-iii/description,https://leetcode.com/problems/sentence-similarity-iii/solutions
1814, Count Nice Pairs in an Array,48.70%,FALSE,Medium,https://leetcode.com/problems/count-nice-pairs-in-an-array/description,https://leetcode.com/problems/count-nice-pairs-in-an-array/solutions
1815, Maximum Number of Groups Getting Fresh Donuts,40.00%,FALSE,Hard,https://leetcode.com/problems/maximum-number-of-groups-getting-fresh-donuts/description,https://leetcode.com/problems/maximum-number-of-groups-getting-fresh-donuts/solutions
1816, Truncate Sentence,85.60%,FALSE,Easy,https://leetcode.com/problems/truncate-sentence/description,https://leetcode.com/problems/truncate-sentence/solutions
1817, Finding the Users Active Minutes,80.50%,FALSE,Medium,https://leetcode.com/problems/finding-the-users-active-minutes/description,https://leetcode.com/problems/finding-the-users-active-minutes/solutions
1830, Minimum Number of Operations to Make String Sorted,50.20%,FALSE,Hard,https://leetcode.com/problems/minimum-number-of-operations-to-make-string-sorted/description,https://leetcode.com/problems/minimum-number-of-operations-to-make-string-sorted/solutions
1831, Maximum Transaction Each Day,82.00%,TRUE,Medium,https://leetcode.com/problems/maximum-transaction-each-day/description,https://leetcode.com/problems/maximum-transaction-each-day/solutions
1832, Check if the Sentence Is Pangram,83.40%,FALSE,Easy,https://leetcode.com/problems/check-if-the-sentence-is-pangram/description,https://leetcode.com/problems/check-if-the-sentence-is-pangram/solutions
